,full_text
387,"['padhal', 'mbak', 'sy', 'yakin', 'pendidikannya', 'tinggilihat', 'data', 'di', 'bicarakan', 'ttg', 'angin', 'anieskl', 'gk', 'gini', 'aja5', 'rmh', 'dr', 'tmpt', 'sy', 'sdg', 'bakar', 'sampahasap', 'nya', 'tdk', 'ke', 'arah', 'rmh', 'syangk', 'tau', 'knptiba2', 'asapnya', 'bs', 'ke', 'rmh', 'sykrn', 'angin', 'bawa', 'ituitu', 'contoh', 'simple', 'penjelasan', 'anies']"
388,"['gak', 'suka', 'ma', 'anies', 'tu', 'silahkan', 'tp', 'mbok', 'fair', 'jgn', 'standar', 'ganda', 'bin', 'hipokrit', 'gitu', 'lho', 'si', 'a', 'dulu', 'kan', 'jd', 'tumbal', 'proyek', 'na', 'pakdhe', 'gak', 'brani', 'nyelametin', 'cuma', 'dikasih', 'kursi', 'komisaris', 'buat', 'ngedem2', 'sayang', 'bnyk', 'fans', 'berat', 'na', 'buta', 'n', 'bego']"
389,"['jadi', 'inget', 'waktu', 'debat', 'capres', 'kemaren', 'berapiapi', 'bilang', 'tidak', 'punya', 'apaapa', 'mas', 'anies', 'gw', 'yang', 'nonton', 'otomatis', 'ngakak']"
390,"['tp', 'kalo', 'lolos', 'anies', 'kemungkinan', 'besar', 'suara2', 'bakal', 'lari', 'jg']"
391,"['apa', 'sih', 'bela', 'kita', 'membela', 'nilai', 'membela', 'kebenaran', 'daripada', 'netral', 'jelas', 'lebih', 'baik', 'berpihak', 'yang', 'atidakp', 'benar', 'anies', 'baswedan', 'refly', 'harun']"
392,"['lahwaktu', 'dulu', 'pilgub', 'si', 'anies', 'pake', 'cara', 'khan']"
393,"['bacot', 'lo', 'blok', 'banyak', 'buzzer', 'sm', 'ky', 'buzzer', 'anies', 'sm2', 'ngmg', 'prestasi', 'sm2', 'ngatain', 'lawan', 'tpi', 'lu', 'repost', 'cm', 'anies', 'cm', 'ngmg', 'respectliat', 'aja', 'timeline', 'sendiri', 'jgn', 'munafik', 'lo', 'bangke', 'sok', 'keras', 'lg']"
394,"['gabisa', 'cek', 'udah', 'gue', 'blokir', 'semenjak', 'menjilat', 'air', 'ludah', 'sendiri']"
395,"['guys', 'fasilitas', 'ikn', 'dibangun', 'bukan', 'cm', 'asn', 'doang', 'loooh', 'ya', 'krn', 'asn', 'pindah', 'duluan', 'pastinya', 'yang', 'pertama', 'nikmatin', 'fasilitas', 'ikn', 'gacoan', 'ginting', 'olivia', 'gempa', 'daesang', 'anies', 'molly', 'surabaya', 'ahok', 'bangtan', 'debut']"
396,"['nah', 'kok', 'ada', 'ngikutin', 'yah']"
397,"['sekjen', 'gerindra', 'pernyataan', 'anies', 'soal', 'tahan', 'jadi', 'oposisi', 'tak', 'bersumber']"
398,"['jadwal', 'kampanye', 'hari', 'anies', 'hadiri', 'diskusi', 'disabilitas', 'bekasi']"
399,"['badut', 'madrid', 'ngapain', 'ditakutin', 'wong', 'pas', 'km50', 'nggk', 'ngapa2in', 'pas', 'dibubarin', 'anies', 'tidakk', 'ngebackup', 'sama', 'sekali', 'justru', 'ngotak', 'ngatik', 'konstitusi', 'yang', 'ditakuti', 'jangan', 'dipilih', 'mana', 'yang', 'pelatidakr', 'ham']"
400,"['dipastikan', 'hoax', 'gak', 'mungkin', 'presiden', 'anies', 'bikin', 'aturan', 'syariah', 'indonesia', 'penting', 'melatidakr', 'perintah', 'agama', 'ijtihad', 'ulama', 'rahmat', 'seluruh', 'masyarakat', 'indonesia', 'solid', 'solid']"
401,"['bang', 'imam', 'kapan', 'acara', 'desak', 'anies', 'timur', 'terutama', 'papau', 'nabire']"
402,"['pantes', 'pendukungnya', 'fitnah', 'anies', 'terus', 'dipikirnya', 'warga', 'xland', 'gibran', 'apa']"
403,"['makin', 'nyungseb', 'aja', 'dah', 'akibat', 'ulahnya', 'si', 'main', 'fitnah', 'pak', 'anies']"
404,"['orang', 'kok', 'reaksi', 'berlebihan', 'bener', 'segala', 'pakta', 'pakta', 'sama', 'rizieq', 'memang', 'apa', 'sih', 'ditakutkan', 'selama', 'anies', 'menjabat', 'masalah', 'apa', 'muncul', 'mereka', 'ga', 'banyak', 'jakarta', 'jaman', 'jadi', 'mungkin', 'gw', 'gak', 'paham', 'apa', 'masalahnya']"
405,"['emang', 'bikin', 'anies']"
406,"['intinya', 'anies', 'maha', 'benar', 'apapun', 'kesalahannya', 'ada', 'jawaban', 'pembenaran', 'udah', 'aja']"
407,"['ga', 'masalah', 'fakta', 'integritas', 'justru', 'banyak', 'positif', 'nya', 'pokoknya', 'semua', 'salah', 'anies', 'titij']"
408,"['gan', 'an', 'wo', 'anies']"
409,"['cacing', 'sangat', 'takut', 'sama', 'pak', 'anies']"
410,"['dukungan', 'sih', 'sbnrnya', 'ga', 'masalah', 'bang', 'dipermasalahkan', 'pakta', 'integritas', 'beserta', 'isinya', 'kalo', 'hrs', 'pengikutnya', 'dukung', 'anies', 'terang2an', 'mengeluarkan', 'pakta', 'integritas', 'tertulis', 'gw', 'yakin', 'kalo', 'keributannya', 'ga', 'sebesar', 'sekarang']"
411,"['kalau', 'anies', 'udah', 'dipastikan', 'anies', 'kalah', 'keknya', 'koalisi', 'ntu', 'suka', 'diem', 'ketek', 'penguasa', 'soalnya', 'awokwowkowk']"
412,"['pranowo', 'menekankan', 'konsep', 'negara', 'hukum', 'substansial', 'menjamin', 'kesejahteraan', 'umum', 'negara', 'hukum', 'asing', 'dikemukakan', 'anies', 'baswedan', 'menjamin', 'konstitusional', 'nicky', 'fahrizal']"
413,"['sebenarnya', 'anies', 'memiliki', 'gagasan', 'jelas', 'jelas', 'mbulet', 'tak', 'sesuai', 'data', 'visi', 'perubahannya', 'original', 'visi', 'jelas', 'kopas', 'program', 'jokowi', 'visi', 'sangat', 'menjanjikan', 'percepatan', 'program', 'jokowi', 'utk', 'indonesia', 'emas', 'pendukungnya', 'tak', 'sejalan', 'dgn', 'jokowi']"
414,"['pak', 'anies', 'udh', 'blg', 'pak', 'bilang', 'sendiri', 'klo', 'oposisi', 'gk', 'berbisnis', 'jdi', 'jgn', 'bawa', 'alasan', 'rekonsiliasi', 'krna', 'negara', 'gk', 'lgi', 'perang', 'hahahhaa', 'bisnis', 'cuyyyy', 'bisnis']"
415,"['setahun', 'ganti', 'presiden', 'amin', 'presidennya', 'anies', 'wakil', 'cak', 'imin', 'amin', 'maju', 'negaranya', 'bahagia', 'rakyatnya', 'nomor', '1', 'pilihan', 'semua', 'amin']"
416,"['mas', 'anies', 'sih', 'nyerang', 'tendensius', 'juara', 'retorika', 'ketimuran', 'etidakk', 'kearaban']"
417,"['link', 'gacor', 'hari', 'gacoan', 'daesang', 'olivia', 'batter', 'up', '100m', 'views', 'ginting', 'gempa', 'anies', 'surabaya', 'first', 'lady', 'pilihan', 'pranowo', 'terbaik']"
418,"['si', 'kakek', 'olympus', 'meledak', 'eyangslot', 'wd', '2', 'juta', 'gacoan', 'olivia', 'daesang', 'jungkook', 'is', 'coming', 'ginting', 'bangtan', 'debut', 'adidas', 'gempa', 'anies', 'uncrush', 'bts', 'is', 'coming']"
419,"['anies', 'mah', 'emg', 'gabakalan', 'menang', 'bang', 'gw', 'jg', 'berani', 'taruhan', '1', 'm']"
420,"['namanya', 'aja', 'ketum', 'ketua', 'tantrum', 'jadi', 'dukung', 'suka', 'tantrum']"
421,"['grassroot', 'nya', 'anies', 'ini', 'lah', 'paling', 'make', 'sense']"
422,"['org', 'setres', 'gagal', 'mencerna', 'pemaparan', 'segala', 'bentuk', 'narasi', 'ilmiyahnya', 'capres', 'cerdas', 'kampung', 'kakek2', 'umur', '82', 'tahun', 'tak', 'mengenal', 'gedget', 'nonton', 'debat', 'langsung', 'bilang', 'pak', 'anies', 'memang', 'pintar', 'artinya', 'kakek2', 'kerja', 'sehari2', 'pekebun', 'lebih', 'pintar', 'yang', 'naik', 'mobil']"
423,"['mau', 'berkisah', 'bagaimana', 'nama', 'anies', 'baswedan', 'muncul', 'partai', 'nasdem', 'jadi', 'calon', 'presiden', 'singkat', 'kisah', 'dimulai', 'mei', '2022', 'ketua', 'umum', 'nasdem', 'surya', 'paloh', 'mengundang', 'gubernur', 'jakarta', 'anies', 'baswedan', 'pulau', 'tempat', 'surya', 'paloh', 'rehat', 'utas']"
424,"['awokwokwok', 'sangat', 'berbeda', 'realita', 'emosional', 'baru', 'tnyak', 'sma', 'anies', 'kyak', 'mana', 'mau', 'mimpin', 'negara', 'klo', 'bgtu']"
425,"['survei', 'ipsos', '1529', 'nov', 'gibran', 'melonjak', '11', 'mahfud', 'turun', '9', 'amp', 'aniesmuhaimin', 'turun', '6', 'dibanding', 'survei', '1719', 'okto', 'abmi', '2891', 'gt', '2213', 'gpmmd', '3198', 'gt', '2295', 'psgrr', '3132', 'gt', '4266', 'undecided', '779', 'gt', '1226']"
426,"['bapaknya', 'aja', 'jelassin', 'logika', 'paling', 'sederhana', 'aja', 'ma', 'pak', 'anies', 'susah', 'nangkep', 'palagi', 'tim', 'horenya']"
427,"['dukungan', 'sih', 'sbnrnya', 'ga', 'masalah', 'bang', 'dipermasalahkan', 'pakta', 'integritas', 'beserta', 'isinya', 'kalo', 'hrs', 'pengikutnya', 'dukung', 'anies', 'terang2an', 'mengeluarkan', 'pakta', 'integritas', 'tertulis', 'gw', 'yakin', 'kalo', 'keributannya', 'ga', 'sebesar', 'sekarang']"
428,"['pak', 'anies', 'menjabat', 'masih', 'persekusi', 'itu', 'kalo', 'dan', 'membiarkan', 'berhak', 'cemas', 'tp', 'tidak', 'perlu', 'mencegah', 'orang', 'punya', 'kepentingan', 'bisnis', 'berkuasa']"
429,"['fpi', 'pp', 'jadi', 'polisi', 'syariah', 'langsung', 'bawah', 'ym', 'anies', 'top']"
430,"['anies', 'si', 'capres', 'penipu', 'penebar', 'janji', 'angin', 'sorgawi', 'layak', 'jadi', 'presiden', 'gacoan', 'pagii', 'olivia', 'surabaya', 'pilihan', 'terbaik', 'gpt45', 'adidas', 'gempa']"
431,"['nah', 'kan', 'anies', 'emang', 'punya', 'data', 'bahasa', 'metafora', 'ga', 'mudah', 'dipahami', 'sama', 'orang', 'kekurangan', 'gizi', 'sama', 'lulusan', 'sd', 'kaya', 'pendukung', 'nya', 'cocok', 'dikasih', 'program', 'susu', 'sama', 'makan', 'siang', 'gratis']"
432,"['wonogiri', 'baliho', 'pragib', 'dirusak', 'kok', 'banyak', 'ga', 'semua', 'pelakunya', 'bukan', 'pendukung', 'anies']"
433,"['anies', 'pendidikhanya', 'orang', 'bodoh', 'kerdil', 'hina', 'tidak', 'mengerti', 'susah', 'mengerti', 'apa', 'dijelaskan', 'anies', 'bahkan', 'yang', 'membenci', 'memfitnahnya', 'karena', 'cerdas', 'sesimple', 'sih', 'menjawab', 'apa', 'adanya', 'jgn', 'baperan']"
434,"['ga', 'mungkin', 'pilih', '02', 'grup', 'wa', 'emak2', 'aja', 'pada', 'benci', 'sama', 'bikin', 'trauma', 'pendukung', 'anies', 'yang', 'di', 'pilkada', 'terakhir', 'teriakan', 'ganyang', 'ahok', 'petidakl', 'leher', 'sangat', 'bikin', 'tenang', 'makanya', 'milih', 'golput', 'rela', 'mendukung', 'siapapun']"
435,"['betul', 'bos', 'krn', 'habis', 'nonton', '2', 'sisi', 'buat', 'sy', 'jd', 'gregetan', 'amp', 'ga', 'bs', 'tahan', 'lg', 'utk', 'sampaikan', 'kebenaran', 'mrk', 'jd', 'spt', 'efek', 'dr', 'capresnya', 'merasa', 'dipermalukanpadahal', 'diawali', 'capres', 'mrk', 'permalukan', 'anies', 'lbh', 'dulu', 'pantaskah', 'dlm', 'debat', 'capres', 'spt', 'seolah', 'palin', 'benar']"
436,"['nah', 'kan', 'anies', 'emang', 'punya', 'data', 'bahasa', 'metafora', 'ga', 'mudah', 'dipahami', 'sama', 'orang', 'kekurangan', 'gizi', 'sama', 'lulusan', 'sd', 'kaya', 'pendukung', 'nya', 'cocok', 'dikasih', 'program', 'susu', 'sama', 'makan', 'siang', 'gratis']"
437,"['subhanallah', 'pak', 'anies', 'mantap']"
438,"['corruption', 'watch', 'menekankan', 'anies', 'baswedan', 'pemimpin', 'dapat', 'menghadirkan', 'perubahan', 'positif', 'melalui', 'kebijakankebijakan', 'berbasis', 'kesejahteraan']"
439,"['ngomong', 'editan', 'berarti', 'gak', 'nonton', 'debat', 'tsb']"
440,"['anies', 'pernah', 'bilang', 'sesama', 'rakyat', 'indonesia', 'buat', 'apa', 'bermusuhan', 'selama', 'diajak', 'berkomunikasi', 'diajak', 'berdiskusi', 'harus', 'dijadikan', 'musuh', 'anies', 'merangkul', 'siapapun', 'termasuk', 'hrs', 'gw', 'gak', 'pernah', 'lihat', 'hrs', 'mendikte', 'anies', 'walaupun', 'beliau', 'mendukung', 'anies', 'pilgub', 'dki']"
441,"['kebalik', 'nama', 'gerindra', 'jd', 'naik', 'krn', 'anies', 'jd', 'gubernur', 'dki', 'kl', 'anies', 'gamau', 'terima', 'tawaran', 'buat', 'diusung', 'partainya', 'kyaknya', 'udh', 'nyungsep', 'partai', 'korup']"
442,"['pastikan', 'aman', 'pju', 'polda', 'banten', 'pimpin', 'pengamanan', 'kunjungan', 'calon', 'presiden', 'republik', 'indonesia', 'nomor', 'urut', '1', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'kampung', 'pelelangan', 'ikan', 'kronjo', 'jumat', '0112', 'polda', 'banten']"
443,"['utk', 'kawan2', 'ku', 'skrg', 'lg', 'ngebantu', 'anies', 'dlm', 'kapasitas', 'apa', 'stand', 'fast', 'amp', 'hold', 'your', 'ground', 'jgn', 'mundur', 'krn', 'borok', 'ny', 'caprescawapres', 'lo', 'pd', 'lg', 'dikulik2', 'namany', 'manusia', 'ad', 'salahny', 'people', 'are', 'dirty', 'ideas', 'are', 'pure', 'so', 'fight', 'for', 'their', 'ideas', 'instead']"
444,"['sya', 'jga', 'pendukung', 'pak', 'anies', 'tak', 'perlu', 'lah', 'pake', 'kata', 'ijtima', 'ulama', 'ulama', 'dukung', 'paslon', 'jga', 'banyak']"
445,"['inilah', 'bedanya', 'orang', 'cerdas', 'pintar', 'mempunyai', 'wawasan', 'kebangsaan', 'yangluas', 'baik', 'dlm', 'luar', 'negeripasti', 'banyak', 'dilirik', 'partai', 'unyuk', 'diusung', 'jangan', 'lupa', 'kakek', 'pak', 'anies', 'pahlawan', 'nasional', 'lo']"
446,"['kritik', 'jago', 'ngomong', 'sebetulnya', 'bagus', 'buat', 'pak', 'anies', 'jika', 'terpilih', 'jadi', 'presiden', 'ri', 'jadi', 'pengingat', 'bisa', 'mewujudkan', 'semua', 'janji', 'kampanye', 'mewujudkan', 'keadilan', 'semua']"
447,"['pastikan', 'aman', 'pju', 'polda', 'banten', 'pimpin', 'pengamanan', 'kunjungan', 'calon', 'presiden', 'republik', 'indonesia', 'nomor', 'urut', '1', 'anies', 'baswedan', 'muhaimin', 'iskandar', 'kampung', 'pelelangan', 'ikan', 'kronjo', 'jumat', '0112', 'polda', 'banten']"
448,"['lu', 'menang', 'ga', 'mulu', 'kakcuriga', 'gua', 'lu', 'pake', 'pesugihan']"
449,"['anies', 'baswedan', 'pendekatan', 'kebijakan', 'berbasis', 'kebutuhan', 'rakyat', 'menjadi', 'pilihan', 'jelas', 'membawa', 'indonesia', 'arah', 'lebih', 'baik']"
450,"['anies', 'baswedan', 'calon', 'presiden', 'diharapkan', 'mampu', 'menjawab', 'tantangan', 'nyata', 'programprogram', 'inovatif', 'berkesinambungan']"
451,"['anies', 'baswedan', 'dinilai', 'pemimpin', 'mampu', 'membawa', 'perubahan', 'positif', 'fokus', 'kebijakankebijakan', 'prorakyat']"
452,"['anies', 'baswedan', 'mengusung', 'semangat', 'keberlanjutan', 'programprogramnya', 'dapat', 'menjadi', 'fondasi', 'kuat', 'meningkatkan', 'kesejahteraan', 'masyarakat', 'indonesia']"
453,"['anies', 'retorikagt', 'planninggt', 'realization', 'semuanya', 'sejalan', 'cuma', 'modal', 'pencitraan']"
454,"['bilang', 'editan', 'berarti', 'ga', 'nonton', 'acara', 'debat', 'nya', 'tgl', '12122023', 'jam', '1900', '2200']"
455,"['anies', 'baswedan', 'bukan', 'sekadar', 'figur', 'politik', 'pemimpin', 'dapat', 'diandalkan', 'menghadapi', 'berbagai', 'tantangan', 'bangsa']"
456,"['anies', 'bisa', 'aminajadulu']"
457,"['anies', 'baswedan', 'pemimpin', 'terbukti', 'menjadi', 'alternatif', 'menarik', 'metidakntikan', 'kepemimpinan', 'dinilai', 'kurang', 'sukses']"
458,"['si', 'fahri', 'gonggong', 'trs', 'cuekin', 'sama', 'aniesbrekekekkk']"
459,"['hahaha', 'kadrun', 'goblok', 'semua', 'muslim', 'bedah', 'dgn', 'anies', 'rijik', 'mrk', 'muslim', 'radikal', 'mulut', 'keluar', 'anning', 'babi', 'lonte', 'mulu']"
460,"['menatidakpi', 'permasalahan', 'nasional', 'anies', 'baswedan', 'menonjolkan', 'komitmen', 'memberikan', 'solusi', 'konkretnya', 'menghindari', 'retorika', 'tindakan']"
461,"['keberhasilan', 'anies', 'baswedan', 'programprogram', 'kesejahteraan', 'menjadi', 'landasan', 'kuat', 'mendapatkan', 'dukungan', 'luas', 'masyarakat']"
462,"['anies', 'baswedan', 'diakui', 'pemimpin', 'mampu', 'mengelola', 'proyekproyek', 'nasional', 'efisiensi', 'hasil', 'memuaskan']"
463,"['cair', 'nih']"
464,"['gak', 'paham', 'jawaban', 'anies', 'gak', 'to', 'de', 'point', 'ditanya', 'mau', 'lanjutkan', 'ikn', 'titidakl', 'jawab', 'iya', 'tidak', 'mutermulu', 'biar', 'keliatan', 'intelek', 'akhirnya', 'gak', 'dijawab']"
465,"['anies', 'mimpi', 'buruk', 'besar', 'generasi', 'bangsa', 'bersatu', 'menolak', 'anies', 'gacoan', 'pagii', 'olivia', 'surabaya', 'gempa', 'gemes', 'daesang', 'pilihan', 'terbaik']"
466,"['dibandingkan', 'anies', 'baswedan', 'lebih', 'diandalkan', 'memberikan', 'solusi', 'konkret', 'masalahmasalah', 'dihadapi', 'indonesia']"
467,"['hp', 'goib', 'stok', 'menipis', 'buruan']"
468,"['anies', 'baswedan', 'calon', 'presiden', 'diapresiasi', 'fokus', 'pembangunan', 'lumbung', 'pangan', 'daerah', 'provinsi', 'nasional', 'mengatasi', 'kegagalan', 'terjadi', 'masa', 'lalu']"
469,"['anies', 'baswedan', 'hanya', 'menawarkan', 'janjijanji', 'kosong', 'programprogram', 'konkret', 'dapat', 'mengatasi', 'berbagai', 'masalah', 'indonesia']"
470,"['pakai', 'otak', 'dulu', 'singapura', 'tiap', 'tahun', 'kiriman', 'asap', 'tak', 'ber', 'ktp', 'taman', 'tibet', 'menjadi', 'contoh', 'cemana', 'masifnya', 'penambahan', 'taman', 'jakarta', 'n', 'membuktikan', 'jakarta', 'turun', 'tingkat', 'polusinya', 'parkir', 'air', 'anies', 'membuktikan', 'banjir', 'jakarta', 'separah', 'istana', 'n', 'bundaran', 'hi']"
471,"['kata', 'paling', 'menjengkelkan', 'skr', 'pendukung', 'paslon', '2', '3', 'amin', 'yuk', 'retweet', 'sebanyak', 'banyaknya', 'anies', 'cak', 'imin', 'presiden', 'insyaallah', 'amin']"
472,"['perbandingan', 'menunjukkan', 'anies', 'baswedan', 'lebih', 'fokus', 'implementasi', 'kebijakan', 'berdampak', 'positif', 'terutama', 'terkait', 'kesejahteraan', 'masyarakat']"
473,"['anies', 'baswedan', 'calon', 'presiden', 'diharapkan', 'menjauhi', 'arogansi', 'kepemimpinannya', 'sejalan', 'nilainilai', 'dipegang', 'corruption', 'watch']"
474,"['corruption', 'watch', 'menyoroti', 'anies', 'baswedan', 'lebih', 'cenderung', 'solusi', 'sekadar', 'menyalahkan', 'kegagalan', 'proyek', 'menciptakan', 'harapan', 'positif', 'masa', 'depan']"
475,"['anies', 'baswedan', 'pemimpin', 'mampu', 'memimpin', 'bijak', 'memberikan', 'solusi', 'nyata', 'permasalahan', 'kompleks']"
476,"['luar', 'biasa', 'anies']"
477,"['berdamai', 'mencegah', 'perpecahan', 'akibat', 'pilpres', '20142019', 'skrg', 'pendukung', 'anies', 'menciptakan', 'perpecahan', 'baru', 'dg', 'nyerang', 'salah', 'satunya', 'soal', 'gila', 'jabatan']"
478,"['duuh', 'sorryangua', 'bkn', 'kalian', 'gua', 'bkn', 'tipe', 'penjilat', 'pembebek', 'qiyadah', 'harus', 'cebokin', 'kepentingan', 'atas', 'melawan', 'logika', 'nurani', 'sendiri']"
479,"['jaman', 'purba', 'sampe', 'sekarang', 'hukum', 'indo', 'kek', 'kata', 'anies', 'debat', 'capres', 'kemaren', 'keknya', 'bakal', 'sampe', '100tahun', 'kedepan', 'walaupun', 'konteksnya', 'bukan', 'soal', 'pejabat', 'rakyat', 'biasa', 'intinya', 'hukum', 'indonesia', 'kek', 'tai']"
480,"['anies', 'baswedan', 'calon', 'presiden', 'diharapkan', 'menjawab', 'kritik', 'pembelian', 'pesawat', 'tempur', 'mengalokasikan', 'atidakran', 'kebutuhan', 'masyarakat']"
481,"['2019', 'pilih', 'jokowi', 'kma', '2024', 'kok', 'pilih', 'pak', 'anies', 'seumur', 'hidup', 'ikut', 'pemilu', 'gk', 'pernah', 'pilih']"
482,"['mayoritas', 'pemilih', 'anies', 'muslim', 'taat', 'wajar', 'kalau', 'minta', 'fatwa', 'ulama', 'rujukan', 'beda', 'dengan', 'mayoritas', 'nya', 'pemilih', 'nya', 'kaum', 'kepet', 'bersunat', 'bujerbujer', 'sampah', 'pemecah', 'belah']"
483,"['bahkan', 'sandi', 'uno', 'bilang', 'kalo', 'kehadiran', 'anies', 'undah', 'anugerah', 'buat', 'sandi', 'uno', 'elektabilitas', 'cman', '07', 'bersanding', 'dg', 'anies', 'namanya', 'jadi', 'dikenal', 'lebih', 'luas']"
484,"['anies', 'klo', 'mau', 'menang', 'akui', 'dulu', 'gol', 'muntari']"
485,"['siasia', 'atidakran', '80', 't', 'dibawa', 'anies', 'bersama', 'angin', 'jadi', 'gubernur', 'gagal', 'maksa', 'nyapres', 'gacoan', 'pagii', 'anies', 'gempa', 'surabaya', 'olivia', 'pilihan', 'terbaik', 'molly']"
486,"['memutuskan', 'bersama', 'dgn', 'orang2', 'dulu', 'sepaham', 'dgn', 'saya', 'untuk', 'tujuan', 'bersama', 'perubahan', 'melalui', 'seseorang', 'bernama', 'anies', 'baswedan']"
487,"['bilang', 'editan', 'gk', 'pernah', 'menonton', 'debatnya', 'molor', 'sedang', 'ngecak', 'judi', 'bola', 'otaknya', 'duit', 'akun', 'akun', 'x', 'kena', 'sogok', '02', 'membela', 'sekalipun', 'bohong', 'mesti', 'dilakukan']"
488,"['maaf', 'aku', 'gak', 'liat', 'tiktok', 'liat', 'wawancara', 'pak', 'anies', 'tahun', '2018', 'kumparan', 'liat', 'aja', 'youtube', 'kumparan', 'official', 'terimakasih']"
489,"['orang', 'punya', 'pengetahuan', 'kan', 'mengerti', 'jawaban', 'pak', 'anies', 'pembangunan', 'ikn', 'saat', 'tidak', 'lah', 'lebih', 'penting', 'pembangunan', 'sekolah', '2', 'rusak', 'transfortasi', 'rakyat', 'perbaikan', 'sektor', 'ekonomi', 'tengah', 'ekonomi', 'indonesia', 'stabil']"
490,"['mantap', 'bayarannya', 'naik', 'sekarang', 'bayar', 'serang', 'anies', 'beri', 'saran', 'anies', 'kalau', 'terlalu', 'menyerang', 'hasil', 'surveynya', 'nyungsep']"
491,"['pks', 'bilang', 'anies', 'baswedan', 'utang', 'jasa', 'warga', 'jakarta', 'bukan']"
492,"['hampir', 'mustahil', 'pelaku', 'nya', 'pendukung', 'anies', 'baswedan', 'karna', 'pun', 'merasakan', 'yang', 'sama', 'baliho', 'anies', 'kalau', 'hilang', 'dirusak', 'pdip', 'diam', 'ini', 'lae']"
493,"['abraham', 'samad', 'gugat', 'terpilih', 'jd', 'presiden', 'krn', 'latidakr', 'kode', 'etik', 'olivia', 'gacoan', 'daesang', 'batter', 'up', '100m', 'views', 'adidas', 'anies', 'surabaya', 'jungkook', 'is', 'coming', 'pagii', 'ginting', 'dana', 'bangtan', 'debut', '40', 'hari']"
494,"['pernyataan', 'corruption', 'watch', 'memberikan', 'landasan', 'anies', 'baswedan', 'pilihan', 'lebih', 'matang', 'terukur', 'kepemimpinan', 'nasional']"
495,"['pasangan', 'capres', 'mana', 'anda', 'pilih', 'pilpres', '2024', '1', 'aniesmuhaimin', '2', 'gibran', '3', 'mahfud', 'tentukan', 'pilihanmu', 'komentar', 'yaa', 'pilihan', 'terbaik', 'daesang']"
496,"['anies', 'buka', 'mata', 'hati', 'publik', 'tdk', 'sungguhsungguh', 'membangun', 'bangsa', 'mencari', 'kekuasaan', 'utk', 'kepentingan', 'bisnis', 'semata', 'terpilih', 'bangsa', 'indonesia', 'kemasa', 'suram']"
497,"['anies', 'setahu', 'gak', 'pernah', 'fitnah', 'orang', 'sering', 'memfitnah', 'pki', 'keturunannya', 'rekam', 'jejaknya', 'bagus', 'terpelajar', 'gak', 'pernah', 'membunuh', 'orang', 'taat', 'agama']"
498,"['komitmen', 'pemberantasan', 'korupsi', 'memang', 'sangat', 'luar', 'biasa', 'tag', 'gacoan', 'daesang', 'olivia', 'batter', 'up', '100m', 'views', 'ginting', 'gempa', 'anies', 'surabaya', 'first', 'lady', 'pilihan', 'pranowo', 'terbaik']"
499,"['gw', 'kadang', 'kalo', 'pas', 'rehat', 'kerja', 'liat', 'luar', 'lt', '46', 'emg', 'jakarta', 'kadang', 'polusi', 'banget', 'kadang', 'biasa', 'aja', 'dari', 'thread', 'disimpulkan', 'dikatakan', 'pak', 'anies', 'benar', 'malah', 'argumen', 'saintifik', 'gini', 'digoreng', 'sama', 'influencer2', 'even', 'komika2', 'yang', 'udh', 'dibayar']"
500,"['prejudice', 'biasa', 'padahal', 'bahasanya', 'pakta', 'integritas', 'udah', 'umum', 'lho', 'ada', 'sebutan', 'ulama', 'tokoh', 'agama', 'tokoh', 'agama', 'umum', 'lagipula', 'anies', 'bukan', 'orang', 'konservatif', 'terbukti', 'jakarta', 'walaupun', 'didukung', 'fpi', 'tetep', 'aja', 'masuk', 'kalangan', 'agama', 'manapun']"
501,"['ktp', 'sakti', 'gagasan', 'mahfud', 'tag', 'gacoan', 'daesang', 'olivia', 'batter', 'up', '100m', 'views', 'ginting', 'gempa', 'anies', 'surabaya', 'first', 'lady', 'pilihan', 'pranowo', 'terbaik']"
502,"['berarti', 'jahat', 'bukan', 'aniestapi', 'rezim', 'jokowi']"
503,"['wan', 'abud', 'avatar', 'legendaris', 'sang', 'pengendali', 'angin', 'spesialis', 'angin', 'kentut', 'gacoan', 'pagii', 'moldova', 'gempa', 'anies', 'gpt45', 'surabaya', 'first', 'lady']"
504,"['anies', 'baswedan', 'hanya', 'berbicara', 'juga', 'bertindak', 'meningkatkan', 'kesejahteraan', 'keadilan', 'sosial', 'indonesia']"
505,"['mahfud', 'menang', 'indonesia', 'sat', 'set', 'berjaya', 'tag', 'gacoan', 'daesang', 'olivia', 'batter', 'up', '100m', 'views', 'ginting', 'gempa', 'anies', 'surabaya', 'first', 'lady', 'pilihan', 'pranowo', 'terbaik']"
506,"['gede', 'omdo', 'orang', 'membiayai', 'calon', 'diusungnya', 'awalnya', 'riza', 'uno', 'eee', 'semua', 'dibebenkan', 'anies', 'harusnya', 'berterimakasih', 'anies', 'b', 'telah', 'amanah', 'memimpin', 'jakarta', 'menaikkan', 'nama', 'gerindra', 'pengusung']"
